20.000000, 0.000000
19.999970, 0.034907
19.999878, 0.069813
19.999726, 0.104719
19.999513, 0.139625
19.999238, 0.174531
19.998903, 0.209436
19.998507, 0.244340
19.998050, 0.279244
19.997533, 0.314146
19.996954, 0.349048
19.996314, 0.383949
19.995614, 0.418848
19.994852, 0.453747
19.994030, 0.488644
19.993146, 0.523539
19.992202, 0.558433
19.991197, 0.593325
19.990131, 0.628215
19.989004, 0.663104
19.987817, 0.697990
19.986568, 0.732874
19.985258, 0.767756
19.983888, 0.802636
19.982457, 0.837513
19.980964, 0.872388
19.979411, 0.907260
19.977797, 0.942129
19.976123, 0.976995
19.974387, 1.011859
19.972591, 1.046719
19.970733, 1.081576
19.968815, 1.116430
19.966836, 1.151281
19.964797, 1.186127
19.962696, 1.220971
19.960535, 1.255810
19.958312, 1.290646
19.956029, 1.325478
19.953686, 1.360306
19.951281, 1.395129
19.948816, 1.429949
19.946290, 1.464764
19.943703, 1.499575
19.941055, 1.534381
19.938347, 1.569182
19.935578, 1.603978
19.932748, 1.638770
19.929857, 1.673557
19.926906, 1.708338
19.923894, 1.743115
19.920821, 1.777886
19.917688, 1.812652
19.914494, 1.847412
19.911239, 1.882166
19.907924, 1.916915
19.904548, 1.951658
19.901111, 1.986395
19.897614, 2.021126
19.894056, 2.055851
19.890438, 2.090569
19.886759, 2.125281
19.883019, 2.159987
19.879219, 2.194686
19.875358, 2.229379
19.871437, 2.264064
19.867455, 2.298743
19.863413, 2.333415
19.859310, 2.368079
19.855147, 2.402737
19.850923, 2.437387
19.846639, 2.472030
19.842294, 2.506665
19.837889, 2.541292
19.833423, 2.575912
19.828897, 2.610524
19.824311, 2.645128
19.819664, 2.679724
19.814957, 2.714311
19.810189, 2.748891
19.805361, 2.783462
19.800473, 2.818025
19.795525, 2.852579
19.790516, 2.887124
19.785447, 2.921661
19.780317, 2.956188
19.775128, 2.990707
19.769878, 3.025216
19.764568, 3.059717
19.759197, 3.094208
19.753767, 3.128689
19.748276, 3.163161
19.742725, 3.197624
19.737114, 3.232076
19.731443, 3.266519
19.725712, 3.300952
19.719921, 3.335375
19.714069, 3.369788
19.708158, 3.404190
19.702187, 3.438582
19.696155, 3.472964
19.690064, 3.507335
19.683912, 3.541695
19.677701, 3.576044
19.671429, 3.610383
19.665098, 3.644711
19.658707, 3.679027
19.652256, 3.713332
19.645745, 3.747626
19.639174, 3.781909
19.632544, 3.816180
19.625853, 3.850439
19.619103, 3.884687
19.612293, 3.918923
19.605423, 3.953147
19.598494, 3.987359
19.591505, 4.021558
19.584456, 4.055746
19.577348, 4.089921
19.570180, 4.124084
19.562952, 4.158234
19.555665, 4.192371
19.548318, 4.226496
19.540911, 4.260608
19.533446, 4.294707
19.525920, 4.328792
19.518335, 4.362865
19.510691, 4.396924
19.502987, 4.430970
19.495224, 4.465002
19.487401, 4.499021
19.479519, 4.533026
19.471578, 4.567017
19.463577, 4.600995
19.455518, 4.634958
19.447398, 4.668907
19.439220, 4.702842
19.430982, 4.736763
19.422686, 4.770669
19.414330, 4.804561
19.405915, 4.838438
19.397440, 4.872300
19.388907, 4.906148
19.380315, 4.939980
19.371663, 4.973798
19.362953, 5.007600
19.354183, 5.041387
19.345355, 5.075159
19.336468, 5.108915
19.327522, 5.142656
19.318517, 5.176381
19.309453, 5.210090
19.300330, 5.243784
19.291148, 5.277461
19.281908, 5.311122
19.272609, 5.344768
19.263251, 5.378396
19.253835, 5.412009
19.244360, 5.445605
19.234826, 5.479184
19.225234, 5.512747
19.215583, 5.546293
19.205874, 5.579822
19.196106, 5.613334
19.186279, 5.646829
19.176395, 5.680307
19.166451, 5.713767
19.156450, 5.747210
19.146390, 5.780636
19.136272, 5.814044
19.126095, 5.847434
19.115860, 5.880807
19.105567, 5.914161
19.095216, 5.947497
19.084807, 5.980816
19.074339, 6.014116
19.063813, 6.047398
19.053230, 6.080661
19.042588, 6.113906
19.031888, 6.147132
19.021130, 6.180340
19.010315, 6.213529
18.999441, 6.246698
18.988510, 6.279849
18.977520, 6.312981
18.966473, 6.346093
18.955368, 6.379186
18.944206, 6.412260
18.932985, 6.445314
18.921707, 6.478348
18.910372, 6.511363
18.898978, 6.544358
18.887527, 6.577333
18.876019, 6.610288
18.864453, 6.643223
18.852830, 6.676137
18.841149, 6.709031
18.829411, 6.741905
18.817615, 6.774758
18.805763, 6.807591
18.793852, 6.840403
18.781885, 6.873194
18.769860, 6.905964
18.757779, 6.938713
18.745640, 6.971441
18.733444, 7.004148
18.721191, 7.036833
18.708881, 7.069497
18.696514, 7.102139
18.684089, 7.134760
18.671609, 7.167359
18.659071, 7.199936
18.646476, 7.232491
18.633825, 7.265025
18.621116, 7.297536
18.608351, 7.330025
18.595530, 7.362491
18.582651, 7.394935
18.569717, 7.427357
18.556725, 7.459756
18.543677, 7.492132
18.530573, 7.524485
18.517412, 7.556816
18.504194, 7.589123
18.490921, 7.621408
18.477591, 7.653669
18.464204, 7.685906
18.450762, 7.718121
18.437263, 7.750312
18.423708, 7.782479
18.410097, 7.814623
18.396430, 7.846742
18.382707, 7.878838
18.368928, 7.910910
18.355093, 7.942958
18.341201, 7.974981
18.327255, 8.006981
18.313252, 8.038956
18.299193, 8.070906
18.285079, 8.102832
18.270909, 8.134733
18.256684, 8.166609
18.242402, 8.198461
18.228066, 8.230287
18.213673, 8.262089
18.199225, 8.293865
18.184722, 8.325616
18.170164, 8.357341
18.155550, 8.389042
18.140880, 8.420716
18.126156, 8.452365
18.111376, 8.483988
18.096541, 8.515586
18.081651, 8.547157
18.066706, 8.578703
18.051706, 8.610222
18.036651, 8.641715
18.021540, 8.673182
18.006375, 8.704622
17.991156, 8.736036
17.975881, 8.767423
17.960552, 8.798783
17.945167, 8.830117
17.929729, 8.861424
17.914235, 8.892704
17.898687, 8.923956
17.883085, 8.955182
17.867428, 8.986380
17.851716, 9.017551
17.835951, 9.048694
17.820130, 9.079810
17.804256, 9.110898
17.788327, 9.141959
17.772345, 9.172991
17.756308, 9.203996
17.740217, 9.234972
17.724072, 9.265921
17.707873, 9.296841
17.691620, 9.327733
17.675313, 9.358596
17.658952, 9.389431
17.642537, 9.420238
17.626069, 9.451015
17.609547, 9.481764
17.592971, 9.512484
17.576342, 9.543175
17.559660, 9.573837
17.542923, 9.604470
17.526134, 9.635073
17.509291, 9.665648
17.492394, 9.696192
17.475444, 9.726708
17.458442, 9.757193
17.441385, 9.787649
17.424276, 9.818075
17.407114, 9.848471
17.389899, 9.878837
17.372630, 9.909173
17.355309, 9.939479
17.337935, 9.969755
19.999985, 0.017453
19.999924, 0.052360
19.999802, 0.087266
19.999619, 0.122172
19.999376, 0.157078
19.999071, 0.191983
19.998705, 0.226888
19.998279, 0.261792
19.997792, 0.296695
19.997243, 0.331597
19.996634, 0.366498
19.995964, 0.401399
19.995233, 0.436298
19.994441, 0.471195
19.993588, 0.506091
19.992674, 0.540986
19.991700, 0.575879
19.990664, 0.610770
19.989568, 0.645659
19.988410, 0.680547
19.987192, 0.715432
19.985913, 0.750315
19.984573, 0.785196
19.983172, 0.820074
19.981711, 0.854950
19.980188, 0.889824
19.978604, 0.924694
19.976960, 0.959562
19.975255, 0.994427
19.973489, 1.029289
19.971662, 1.064148
19.969774, 1.099003
19.967826, 1.133855
19.965816, 1.168704
19.963746, 1.203549
19.961615, 1.238391
19.959423, 1.273228
19.957171, 1.308062
19.954857, 1.342892
19.952483, 1.377718
19.950048, 1.412539
19.947553, 1.447356
19.944996, 1.482169
19.942379, 1.516978
19.939701, 1.551781
19.936962, 1.586580
19.934163, 1.621374
19.931302, 1.656164
19.928382, 1.690948
19.925400, 1.725727
19.922358, 1.760500
19.919255, 1.795269
19.916091, 1.830032
19.912867, 1.864789
19.909582, 1.899541
19.906236, 1.934287
19.902830, 1.969026
19.899363, 2.003760
19.895835, 2.038488
19.892247, 2.073210
19.888598, 2.107925
19.884889, 2.142634
19.881119, 2.177337
19.877289, 2.212032
19.873398, 2.246721
19.869446, 2.281404
19.865434, 2.316079
19.861362, 2.350747
19.857229, 2.385408
19.853035, 2.420062
19.848781, 2.454708
19.844466, 2.489347
19.840091, 2.523978
19.835656, 2.558602
19.831160, 2.593218
19.826604, 2.627826
19.821987, 2.662426
19.817310, 2.697018
19.812573, 2.731601
19.807775, 2.766176
19.802917, 2.800743
19.797999, 2.835302
19.793020, 2.869851
19.787981, 2.904392
19.782882, 2.938924
19.777722, 2.973448
19.772503, 3.007962
19.767223, 3.042467
19.761882, 3.076962
19.756482, 3.111449
19.751021, 3.145925
19.745501, 3.180393
19.739920, 3.214850
19.734279, 3.249298
19.728578, 3.283736
19.722816, 3.318164
19.716995, 3.352581
19.711114, 3.386989
19.705172, 3.421386
19.699171, 3.455773
19.693109, 3.490149
19.686988, 3.524515
19.680806, 3.558870
19.674565, 3.593214
19.668264, 3.627547
19.661903, 3.661869
19.655481, 3.696180
19.649000, 3.730479
19.642460, 3.764768
19.635859, 3.799044
19.629198, 3.833310
19.622478, 3.867563
19.615698, 3.901805
19.608858, 3.936035
19.601959, 3.970253
19.595000, 4.004459
19.587981, 4.038652
19.580902, 4.072833
19.573764, 4.107002
19.566566, 4.141159
19.559308, 4.175303
19.551991, 4.209434
19.544615, 4.243552
19.537179, 4.277657
19.529683, 4.311749
19.522128, 4.345829
19.514513, 4.379894
19.506839, 4.413947
19.499105, 4.447986
19.491313, 4.482012
19.483460, 4.516024
19.475549, 4.550022
